hex_id,o_j,lat,lon
872a8bc2affffff,0.3392159334425816,36.48617661308492,-79.75239689142165
872a8bc2effffff,1.0,36.50457841562096,-79.74152078950513
872a8bc4affffff,0.6899029370981974,36.33349154391902,-79.68717543012905
872a8bc4effffff,0.6651960166393546,36.35184359041609,-79.67630839674368
