hex_id,lat,lon
872a8b891ffffff,36.396908371604695,-79.54587310271562
872a8b892ffffff,36.41110858122863,-79.58930289816384
872a8b890ffffff,36.41319071159418,-79.56212145741736
872a8b895ffffff,36.41526678384159,-79.5349372205614
872a8b896ffffff,36.429474812347486,-79.57838058284432
872a8b894ffffff,36.43155522377543,-79.55118817064816
872a8bc56ffffff,36.41474231719681,-79.76864826176391
872a8bc54ffffff,36.41686511597929,-79.74147573371906
872a8bc73ffffff,36.41898186649096,-79.71430032972674
872a8bc09ffffff,36.433124811991675,-79.75779450139103
872a8bc72ffffff,36.4352459328265,-79.73061097633538
872a8bc70ffffff,36.4373609988196,-79.7034245779569
872a8bc0dffffff,36.4515117173299,-79.7469324120131
872a8bc76ffffff,36.45363115526914,-79.71973788302225
872a8bc74ffffff,36.455744531790856,-79.69254048334234
872a8bc0cffffff,36.46777921323549,-79.76326464481693
872a8b193ffffff,36.25163671573928,-79.83888488203172
872a8b191ffffff,36.25376840511925,-79.81180811696404
872a8b182ffffff,36.255894102763826,-79.7847284643685
872a8b192ffffff,36.26784164670495,-79.85517955402295
872a8b190ffffff,36.26997769172748,-79.82809475324868
872a8b195ffffff,36.27210774087039,-79.80100705585889
872a8b196ffffff,36.28618870486916,-79.84439210988539
872a8b194ffffff,36.28832311129229,-79.8172963673566
872a8b1b3ffffff,36.29045151530403,-79.79019773076406
872a8bcc9ffffff,36.30454020732514,-79.83359640681851
872a8b544ffffff,36.26139756030371,-79.93641646030743
872a8b563ffffff,36.263551578589905,-79.90934041917913
872a8b561ffffff,36.265699608192826,-79.88226144654334
872a8b562ffffff,36.27974949506204,-79.92566185658713
872a8b560ffffff,36.28190189435222,-79.89857486614315
872a8b565ffffff,36.28404829842332,-79.87148494669636
872a8b575ffffff,36.29594911401051,-79.94199402321632
872a8b566ffffff,36.29810588876979,-79.9148990146719
872a8b564ffffff,36.30025666418296,-79.8878010679918
872a8bccbffffff,36.30240143783637,-79.86070019482256
872a8b555ffffff,36.25707156735528,-79.9905597015885
872a8b546ffffff,36.2592375557505,-79.96348955831303
872a8b556ffffff,36.27107999414122,-80.0339802958345
872a8b554ffffff,36.273256350070575,-80.00690513763249
872a8b573ffffff,36.27542672049317,-79.97982700395099
872a8b571ffffff,36.2775911029678,-79.95274590639744
